address,price,beds,bath,size,place
1866 20th Ave,"$294,900",1 Bed,1 Bath,964 Sq. Ft.,"Arkdale, WI, 54613"
1639 Pine St,"$89,500",2 Beds,1 Bath,924 Sq. Ft.,"Arkdale, WI, 54613"
6 Ac County Road Z,"$199,900",6 Acres,,,"Arkdale, WI, 54613"
1827 E County Road Z,"$98,900",9 Acres,,,"Arkdale, WI, 54613"
1644 20th Ave,"$475,000",3 Beds,2 Baths,"2,184 Sq. Ft.","Arkdale, WI, 54613"
2054 Cumberland Ave,"$179,000",4 Beds,1 Bath,"1,744 Sq. Ft.","Arkdale, WI, 54613"
1841 20th Ct,"$359,000",3 Beds,2 Baths,"1,689 Sq. Ft.","Arkdale, WI, 54613"
2011-4 S Czech Crossing 3004,"$359,900",4 Beds,2 Baths,"2,238 Sq. Ft.","Arkdale, WI, 54613"
2009-7 S Czech Ct 0907,"$359,000",3 Beds,2 Baths,"2,132 Sq. Ft.","Arkdale, WI, 54613"
1988 Cumberland Dr,"$139,900",1 Bed,1 Bath,580 Sq. Ft.,"Arkdale, WI, 54613"
Lot 25 19th Pass,"$119,900",1 Acres,,,"Arkdale, WI, 54613"
Lot 169 19th Crossing,"$29,900",1 Acres,,,"Arkdale, WI, 54613"
1769 N Badger Dr,"$109,900",0.83 Acres,,,"Arkdale, WI, 54613"
1959 N Cypress Ln,"$165,000",2 Beds,1 Bath,960 Sq. Ft.,"Arkdale, WI, 54613"
1683 Browndeer Ave,"$330,000",3 Beds,2 Baths,"2,000 Sq. Ft.","Arkdale, WI, 54613"
1844-7 E 20th Ct 2507,"$350,000",3 Beds,2 Baths,"2,132 Sq. Ft.","Arkdale, WI, 54613"
L73 Badger Ct,"$95,000",0 Acres,,,"Arkdale, WI, 54613"
734 & 736 W 17th Dr,"$159,000",3 Beds,2 Baths,"1,026 Sq. Ft.","Arkdale, WI, 54613"
1952 Hwy 21,"$85,000",2 Beds,2 Baths,"1,344 Sq. Ft.","Arkdale, WI, 54613"
L7 Badger Ct,"$35,900",1.08 Acres,,,"Arkdale, WI, 54613"
L4 S Badger Ct,"$33,900",1.72 Acres,,,"Arkdale, WI, 54613"
Lot 1 Cottonville Dr & 20th Ave,"$29,900",5 Acres,,,"Arkdale, WI, 54613"
1114 W 15th Ave,"$234,900",2 Beds,2 Baths,"1,344 Sq. Ft.","Arkdale, WI, 54613"
1951 Cypress Ln,"$129,900",2 Beds,1 Bath,936 Sq. Ft.,"Arkdale, WI, 54613"
L17 W 17th Ln,"$50,000",1 Acres,,,"Arkdale, WI, 54613"
722 W 17th Drive,"$99,000",2 Beds,1 Bath,787 Sq. Ft.,"Arkdale, WI, 54613"
761 18th Ave,"$480,000",4 Beds,3 Baths,"2,396 Sq. Ft.","Arkdale, WI, 54613"
L31 S Badger Ct,"$28,750",1.58 Acres,,,"Arkdale, WI, 54613"
L40 18th Ave,"$22,500",1.56 Acres,,,"Arkdale, WI, 54613"
1603 North Shore Dr,"$60,000",0.5 Acres,,,"Arkdale, WI, 54613"
1501 Browndeer Ave,"$52,500",3.07 Acres,,,"Arkdale, WI, 54613"
L9 W 19th Ln,"$19,000",0.47 Acres,,,"Arkdale, WI, 54613"
891 County Road Z,"$2,950,000",79.48 Acres,,,"Arkdale, WI, 54613"
1994 Cumberland Dr,"$24,900",0.92 Acres,,,"Arkdale, WI, 54613"
L14 W 19th Ln,"$571,100",4 Beds,3 Baths,"2,299 Sq. Ft.","Arkdale, WI, 54613"
L24 S Czech Ct,"$343,200",3 Beds,2 Baths,"1,288 Sq. Ft.","Arkdale, WI, 54613"
3 Lots Northern Bay,"$55,000",1.49 Acres,,,"Arkdale, WI, 54613"
Lot 16 S Cree Ln,"$29,900",2.35 Acres,,,"Arkdale, WI, 54613"
L17 W 16th Ct,"$31,700",2.98 Acres,,,"Arkdale, WI, 54613"
Lot 29 19th Pass,"$189,900",1.12 Acres,,,"Arkdale, WI, 54613"
L26 19th Pass,"$119,900",1.18 Acres,,,"Arkdale, WI, 54613"
1866 20th Ave,"$294,900",1 Bed,1 Bath,964 Sq. Ft.,"Arkdale, WI, 54613"
1639 Pine St,"$89,500",2 Beds,1 Bath,924 Sq. Ft.,"Arkdale, WI, 54613"
6 Ac County Road Z,"$199,900",6 Acres,,,"Arkdale, WI, 54613"
1827 E County Road Z,"$98,900",9 Acres,,,"Arkdale, WI, 54613"
1644 20th Ave,"$475,000",3 Beds,2 Baths,"2,184 Sq. Ft.","Arkdale, WI, 54613"
2054 Cumberland Ave,"$179,000",4 Beds,1 Bath,"1,744 Sq. Ft.","Arkdale, WI, 54613"
1841 20th Ct,"$359,000",3 Beds,2 Baths,"1,689 Sq. Ft.","Arkdale, WI, 54613"
2011-4 S Czech Crossing 3004,"$359,900",4 Beds,2 Baths,"2,238 Sq. Ft.","Arkdale, WI, 54613"
2009-7 S Czech Ct 0907,"$359,000",3 Beds,2 Baths,"2,132 Sq. Ft.","Arkdale, WI, 54613"
1988 Cumberland Dr,"$139,900",1 Bed,1 Bath,580 Sq. Ft.,"Arkdale, WI, 54613"
Lot 25 19th Pass,"$119,900",1 Acres,,,"Arkdale, WI, 54613"
Lot 169 19th Crossing,"$29,900",1 Acres,,,"Arkdale, WI, 54613"
1769 N Badger Dr,"$109,900",0.83 Acres,,,"Arkdale, WI, 54613"
1959 N Cypress Ln,"$165,000",2 Beds,1 Bath,960 Sq. Ft.,"Arkdale, WI, 54613"
1683 Browndeer Ave,"$330,000",3 Beds,2 Baths,"2,000 Sq. Ft.","Arkdale, WI, 54613"
1844-7 E 20th Ct 2507,"$350,000",3 Beds,2 Baths,"2,132 Sq. Ft.","Arkdale, WI, 54613"
L73 Badger Ct,"$95,000",0 Acres,,,"Arkdale, WI, 54613"
734 & 736 W 17th Dr,"$159,000",3 Beds,2 Baths,"1,026 Sq. Ft.","Arkdale, WI, 54613"
1952 Hwy 21,"$85,000",2 Beds,2 Baths,"1,344 Sq. Ft.","Arkdale, WI, 54613"
16th Dr,"$68,900",3.12 Acres,,,"Adams, WI, 53910"
1382 Edgewood Dr,"$149,900",4 Beds,2 Baths,"2,052 Sq. Ft.","Adams, WI, 53910"
2848 Hwy 13,"$174,900",2 Beds,1 Bath,"2,104 Sq. Ft.","Adams, WI, 53910"
974 County Road E,"$139,900",3 Beds,1 Bath,"1,258 Sq. Ft.","Adams, WI, 53910"
209 N Pine St,"$64,900",2 Beds,1 Bath,576 Sq. Ft.,"Adams, WI, 53910"
333 S Walker St,"$229,900",4 Beds,2 Baths,"3,283 Sq. Ft.","Adams, WI, 53910"
2731 9th Dr,"$499,900",3 Beds,2 Baths,"2,128 Sq. Ft.","Adams, WI, 53910"
332 S Pierce St,"$199,900",3 Beds,1 Bath,"1,276 Sq. Ft.","Adams, WI, 53910"
1199 Fawn Dr,"$64,900",1 Acres,,,"Adams, WI, 53936"
N7160 Waters Edge Rd,"$99,500",1.84 Acres,,,"Adams, WI, 54615"
2285 11th Ave,"$469,900",2 Beds,2 Baths,"1,400 Sq. Ft.","Adams, WI, 53910"
225 S Linden St,"$43,500",3 Beds,1 Bath,"1,176 Sq. Ft.","Adams, WI, 53910"
164 S Walker St,"$63,800",1 Bed,1 Bath,576 Sq. Ft.,"Adams, WI, 53910"
16th Dr,"$68,900",3.12 Acres,,,"Adams, WI, 53910"
2640 14th Ct,"$52,900",5.5 Acres,,,"Adams, WI, 53910"
1378 Dyke Dr,"$749,900",3 Beds,2 Baths,,"Adams, WI, 53910"
L21 N Duck Creek Ct,"$25,000",0.52 Acres,,,"Adams, WI, 53910"
814 Elk Ave,"$259,000",35 Acres,,,"Adams, WI, 53910"
Lot 38 Timber Bay Ave,"$57,000",1.72 Acres,,,"Adams, WI, 53934"
1026 County Road M Lot 88,"$24,000",2 Beds,1 Bath,465 Sq. Ft.,"Adams, WI, 53910"
1049 Deerborn Ave,"$295,000",,,,"Adams, WI, 53934"
363 Twin Lakes Tr,"$74,900",1.35 Acres,,,"Adams, WI, 54457"
Lot 1 Ember Dr,"$42,500",0.89 Acres,,,"Adams, WI, 53910"
Lot 2 Ember Dr,"$46,500",1.5 Acres,,,"Adams, WI, 53910"
Lot 35 S Duck Creek Ave,"$8,900",0.46 Acres,,,"Adams, WI, 53934"
1091 Ember Dr,"$225,000",2 Beds,2 Baths,"1,056 Sq. Ft.","Adams, WI, 53910"
L15 Timber Bay Ave,"$65,000",1.88 Acres,,,"Adams, WI, 53934"
16th Dr,"$68,900",3.12 Acres,,,"Adams, WI, 53910"
1382 Edgewood Dr,"$149,900",4 Beds,2 Baths,"2,052 Sq. Ft.","Adams, WI, 53910"
2848 Hwy 13,"$174,900",2 Beds,1 Bath,"2,104 Sq. Ft.","Adams, WI, 53910"
974 County Road E,"$139,900",3 Beds,1 Bath,"1,258 Sq. Ft.","Adams, WI, 53910"
209 N Pine St,"$64,900",2 Beds,1 Bath,576 Sq. Ft.,"Adams, WI, 53910"
333 S Walker St,"$229,900",4 Beds,2 Baths,"3,283 Sq. Ft.","Adams, WI, 53910"
2731 9th Dr,"$499,900",3 Beds,2 Baths,"2,128 Sq. Ft.","Adams, WI, 53910"
332 S Pierce St,"$199,900",3 Beds,1 Bath,"1,276 Sq. Ft.","Adams, WI, 53910"
1199 Fawn Dr,"$64,900",1 Acres,,,"Adams, WI, 53936"
N7160 Waters Edge Rd,"$99,500",1.84 Acres,,,"Adams, WI, 54615"
2285 11th Ave,"$469,900",2 Beds,2 Baths,"1,400 Sq. Ft.","Adams, WI, 53910"
225 S Linden St,"$43,500",3 Beds,1 Bath,"1,176 Sq. Ft.","Adams, WI, 53910"
164 S Walker St,"$63,800",1 Bed,1 Bath,576 Sq. Ft.,"Adams, WI, 53910"
16th Dr,"$68,900",3.12 Acres,,,"Adams, WI, 53910"
2640 14th Ct,"$52,900",5.5 Acres,,,"Adams, WI, 53910"
1378 Dyke Dr,"$749,900",3 Beds,2 Baths,,"Adams, WI, 53910"
L21 N Duck Creek Ct,"$25,000",0.52 Acres,,,"Adams, WI, 53910"
814 Elk Ave,"$259,000",35 Acres,,,"Adams, WI, 53910"
Lot 38 Timber Bay Ave,"$57,000",1.72 Acres,,,"Adams, WI, 53934"
900 20th Ave S 1410,"$725,000",1 Bed,1 Bath,"1,276 Sq. Ft.","Nashville, TN, 37212"
1260 Martin St 409,"$524,500",2 Beds,2 Baths,"1,125 Sq. Ft.","Nashville, TN, 37203"
7478 River Road Pike,"$1,750,000",3 Beds,4 Baths,"4,175 Sq. Ft.","Nashville, TN, 37209"
5922B Carl Pl,"$640,000",3 Beds,3 Baths,"1,980 Sq. Ft.","Nashville, TN, 37209"
2308B Lloyd Ave,"$499,900",3 Beds,3 Baths,"1,853 Sq. Ft.","Nashville, TN, 37218"
834 Woodmont Blvd,"$749,000",3 Beds,2 Baths,"1,680 Sq. Ft.","Nashville, TN, 37204"
805 Cherokee Ave 4,"$469,900",2 Beds,3 Baths,"1,100 Sq. Ft.","Nashville, TN, 37207"
805 Cherokee Ave 3,"$469,900",2 Beds,3 Baths,"1,100 Sq. Ft.","Nashville, TN, 37207"
1104B Cecilia Ave,"$865,000",4 Beds,4 Baths,"2,792 Sq. Ft.","Nashville, TN, 37208"
5812 Woodland Hills Dr,"$1,799,000",5 Beds,5 Baths,"5,063 Sq. Ft.","Nashville, TN, 37211"
3101 Lumberjack Rd,"$450,000",4 Beds,4 Baths,"2,372 Sq. Ft.","Nashville, TN, 37214"
1915A 15th Ave N,"$629,900",4 Beds,3 Baths,"2,055 Sq. Ft.","Nashville, TN, 37208"
4001 Anderson Rd H43,"$275,000",3 Beds,2 Baths,"1,583 Sq. Ft.","Nashville, TN, 37217"
805 Cherokee Ave 5,"$469,900",2 Beds,3 Baths,"1,100 Sq. Ft.","Nashville, TN, 37207"
217 Andover Way,"$780,000",3 Beds,3 Baths,"3,167 Sq. Ft.","Nashville, TN, 37221"
271 Garry Dr,"$285,000",3 Beds,1 Bath,"1,014 Sq. Ft.","Nashville, TN, 37211"
4401 Kentucky Ave,"$9,000,000",Studio,"15,143 Sq. Ft.",,"Nashville, TN, 37209"
0 Whipple Place,"$150,000",1 Acres,,,"Nashville, TN, 37214"
4405 Kentucky Ave,"$8,000,000",Studio,"13,190 Sq. Ft.",,"Nashville, TN, 37209"
5414 Tennessee Ave,"$579,900",0 Acres,,,"Nashville, TN, 37209"
331 Lawndale,"$899,900",4 Beds,3 Baths,"2,495 Sq. Ft.","Nashville, TN, 37217"
574 Harpeth Bend Dr,"$289,000",2 Beds,2 Baths,960 Sq. Ft.,"Nashville, TN, 37221"
4102 Granny White Pike Ab,"$2,000,000",5 Beds,4 Baths,"3,003 Sq. Ft.","Nashville, TN, 37204"
0 Whitsett,"$2,200,000",2.02 Acres,,,"Nashville, TN, 37210"
0 Tuggle Ave,"$720,000",1.64 Acres,,,"Nashville, TN, 37211"
1604 E Stewarts Ln E,"$299,900",0.52 Acres,,,"Nashville, TN, 37218"
2809 Red Clover Ct,"$489,000",4 Beds,4 Baths,"3,081 Sq. Ft.","Nashville, TN, 37218"
2509 Scovel St,"$400,000",0 Acres,,,"Nashville, TN, 37208"
1705 Underwood St,"$355,000",3 Beds,1 Bath,"1,055 Sq. Ft.","Nashville, TN, 37208"
902 Briarwood Crst,"$1,375,000",4 Beds,4 Baths,"3,896 Sq. Ft.","Nashville, TN, 37221"
2064 Leeds Ln,"$499,900",3 Beds,3 Baths,"1,924 Sq. Ft.","Nashville, TN, 37221"
302 Doe Ridge Ct,"$280,000",2 Beds,3 Baths,"1,380 Sq. Ft.","Nashville, TN, 37214"
4308 Morriswood Dr,"$875,000",0 Acres,,,"Nashville, TN, 37204"
8046 River Road Pike,"$794,500",33 Acres,,,"Nashville, TN, 37209"
1145 Balbade Dr,"$2,079,999",5 Beds,4 Baths,"4,821 Sq. Ft.","Nashville, TN, 37215"
821 Dewees Ave,"$2,499,000",5 Beds,4 Baths,"4,241 Sq. Ft.","Nashville, TN, 37204"
3325 Panorama Dr,"$350,000",3 Beds,2 Baths,"1,050 Sq. Ft.","Nashville, TN, 37218"
6204 Morrow Rd B,"$895,000",5 Beds,5 Baths,"3,144 Sq. Ft.","Nashville, TN, 37209"
202 Lucile Ln,"$565,000",2 Beds,3 Baths,"1,326 Sq. Ft.","Nashville, TN, 37207"
1118 Litton Ave A107,"$274,900",1 Bed,1 Bath,754 Sq. Ft.,"Nashville, TN, 37216"
0 River View Dr,"$6,000,000",21.85 Acres,,,"Nashville, TN, 37209"
6637 Jocelyn Hollow Rd,"$1,600,000",3 Beds,4 Baths,"3,600 Sq. Ft.","Nashville, TN, 37205"
1240 Massman Dr,"$272,000",2 Beds,2 Baths,"1,160 Sq. Ft.","Nashville, TN, 37217"
415 Church St 2004,"$499,900",1 Bed,1 Bath,732 Sq. Ft.,"Nashville, TN, 37219"
1013 Argyle Ave B,"$1,600,000",4 Beds,5 Baths,"3,691 Sq. Ft.","Nashville, TN, 37203"
2903 Woodlawn Dr,"$1,380,000",4 Beds,3 Baths,"3,188 Sq. Ft.","Nashville, TN, 37215"
3452 Crestridge Dr,"$855,000",3 Beds,3 Baths,"2,378 Sq. Ft.","Nashville, TN, 37204"
502 N 17th St,"$1,250,000",4 Beds,2 Baths,"2,609 Sq. Ft.","Nashville, TN, 37206"
920 South Street 103,"$850,000",2 Beds,2 Baths,"1,118 Sq. Ft.","Nashville, TN, 37203"
600 12th Ave S 726,"$539,000",1 Bed,1 Bath,822 Sq. Ft.,"Nashville, TN, 37203"
1700 Sherwood Lane A,"$950,000",3 Beds,4 Baths,"2,849 Sq. Ft.","Nashville, TN, 37216"
2601 Lincoya Dr,"$575,000",3 Beds,2 Baths,"2,438 Sq. Ft.","Nashville, TN, 37214"
2025 Woodmont Blvd 232,"$475,000",2 Beds,2 Baths,"1,233 Sq. Ft.","Nashville, TN, 37215"
415 Church St 1504,"$489,000",1 Bed,1 Bath,732 Sq. Ft.,"Nashville, TN, 37219"
853 Stirrup Dr,"$899,000",4 Beds,4 Baths,"4,728 Sq. Ft.","Nashville, TN, 37221"
2640 Woodberry Dr,"$449,900",3 Beds,2 Baths,"1,317 Sq. Ft.","Nashville, TN, 37214"
391 Normandy Cir,"$540,000",2 Beds,3 Baths,"1,832 Sq. Ft.","Nashville, TN, 37209"
405 Midnight Sun Cir,"$459,999",3 Beds,3 Baths,"1,791 Sq. Ft.","Nashville, TN, 37211"
1525 Constitution Ave,"$493,900",4 Beds,3 Baths,"3,011 Sq. Ft.","Nashville, TN, 37207"
1612 Cahal Ave B,"$825,000",3 Beds,3 Baths,"2,436 Sq. Ft.","Nashville, TN, 37206"
4600 Shys Hill Rd,"$4,500,000",5 Beds,7 Baths,"7,108 Sq. Ft.","Nashville, TN, 37215"
1119 Waggoner Ct W,"$299,900",3 Beds,2 Baths,"1,270 Sq. Ft.","Nashville, TN, 37214"
214 Stewarts Ferry Pike,"$1,100,000",3 Beds,2 Baths,"3,900 Sq. Ft.","Nashville, TN, 37214"
2916 Murray Cir,"$499,900",3 Beds,2 Baths,"1,268 Sq. Ft.","Nashville, TN, 37216"
5411 Illinois Ave,"$298,000",2 Beds,1 Bath,660 Sq. Ft.,"Nashville, TN, 37209"
5436 Village Way,"$449,900",3 Beds,2 Baths,"2,154 Sq. Ft.","Nashville, TN, 37211"
921 Bowring Park,"$1,895,000",4 Beds,6 Baths,"4,449 Sq. Ft.","Nashville, TN, 37215"
530 Vernon Cir,"$649,900",3 Beds,4 Baths,"2,185 Sq. Ft.","Nashville, TN, 37209"
1902 Hailey Ave B,"$739,999",3 Beds,4 Baths,"2,600 Sq. Ft.","Nashville, TN, 37218"
1315 Lone Oak Cir,"$3,890,000",6 Beds,6 Baths,"6,433 Sq. Ft.","Nashville, TN, 37215"
5212 Elkins Ave,"$585,000",2 Beds,1 Bath,828 Sq. Ft.,"Nashville, TN, 37209"
3724 Hillbrook Dr,"$315,000",3 Beds,2 Baths,"1,100 Sq. Ft.","Nashville, TN, 37211"
2339 Creekland View Blvd,"$434,990",3 Beds,3 Baths,"2,339 Sq. Ft.","Nashville, TN, 37207"
1433 Beddington Park,"$300,000",1.25 Acres,,,"Nashville, TN, 37215"
3325B Niagara Dr,"$300,000",3 Beds,3 Baths,"2,268 Sq. Ft.","Nashville, TN, 37214"
3203 Resha,"$469,999",3 Beds,1 Bath,"1,021 Sq. Ft.","Nashville, TN, 37218"
1718 Arthur Ave,"$688,000",4 Beds,3 Baths,"2,052 Sq. Ft.","Nashville, TN, 37208"
1217 Luckett Rd,"$1,299,900",5 Beds,4 Baths,"3,051 Sq. Ft.","Nashville, TN, 37221"
3718 Homeland Dr,"$199,900",1 Acres,,,"Nashville, TN, 37218"
1313 Crestfield Dr,"$474,947",3 Beds,3 Baths,"1,849 Sq. Ft.","Nashville, TN, 37211"
33 Perkins St,"$795,000",4 Beds,4 Baths,"2,400 Sq. Ft.","Nashville, TN, 37210"
403 River Rouge Ct,"$699,500",5 Beds,3 Baths,"3,180 Sq. Ft.","Nashville, TN, 37209"
122 38th Ave N,"$2,199,000",6 Beds,6 Baths,"4,863 Sq. Ft.","Nashville, TN, 37209"
2340 Alteras Dr,"$555,000",3 Beds,3 Baths,"2,053 Sq. Ft.","Nashville, TN, 37211"
515 Avondale Park Blvd,"$499,000",3 Beds,3 Baths,"1,820 Sq. Ft.","Nashville, TN, 37221"
4134 W Hamilton Rd,"$659,900",4 Beds,3 Baths,"3,700 Sq. Ft.","Nashville, TN, 37218"
1609 Otter Creek Rd,"$4,200,000",5 Beds,6 Baths,"6,261 Sq. Ft.","Nashville, TN, 37215"
4105 Estes Rd,"$1,799,000",5 Beds,5 Baths,"4,292 Sq. Ft.","Nashville, TN, 37215"
644 Jackson Falls Dr,"$1,803,500",4 Beds,4 Baths,"3,722 Sq. Ft.","Nashville, TN, 37221"
407 S 10th St # A,"$850,000",3 Beds,3 Baths,"2,650 Sq. Ft.","Nashville, TN, 37206"
282 Hillsboro Pl,"$365,000",2 Beds,2 Baths,"1,048 Sq. Ft.","Nashville, TN, 37215"
6123 Louisiana Ave A,"$764,900",3 Beds,3 Baths,"2,270 Sq. Ft.","Nashville, TN, 37209"
2603 Woodyhill Dr,"$349,900",3 Beds,1 Bath,872 Sq. Ft.,"Nashville, TN, 37207"
1709 Timber Pt,"$499,800",5 Beds,3 Baths,"1,816 Sq. Ft.","Nashville, TN, 37214"
5023 Packard Dr,"$374,473",3 Beds,2 Baths,"1,459 Sq. Ft.","Nashville, TN, 37211"
1038 Cone Blvd,"$459,000",4 Beds,3 Baths,"1,903 Sq. Ft.","Nashville, TN, 37207"
3836 Lake Aire Dr,"$439,900",3 Beds,2 Baths,"2,510 Sq. Ft.","Nashville, TN, 37217"
7172 Bay Cove Trl,"$629,900",4 Beds,3 Baths,"2,266 Sq. Ft.","Nashville, TN, 37221"
1025 Carolyn Ave E,"$1,150,000",6 Beds,3 Baths,"4,019 Sq. Ft.","Nashville, TN, 37216"
905 Coarsey Dr,"$155,000",1 Bed,1 Bath,777 Sq. Ft.,"Nashville, TN, 37217"
4312 Sunnybrook Dr,"$1,250,000",2 Beds,1 Bath,"1,164 Sq. Ft.","Nashville, TN, 37205"
106 Lutie St,"$369,900",2 Beds,1 Bath,"1,120 Sq. Ft.","Nashville, TN, 37210"
615 Old Hickory Blvd 603,"$386,990",2 Beds,3 Baths,"1,209 Sq. Ft.","Nashville, TN, 37209"
4356 Skyridge Dr,"$506,270",4 Beds,3 Baths,"2,018 Sq. Ft.","Nashville, TN, 37207"
615 Old Hickory Blvd 632,"$408,990",2 Beds,3 Baths,"1,209 Sq. Ft.","Nashville, TN, 37209"
615 Old Hickory Blvd 619,"$394,990",2 Beds,3 Baths,"1,209 Sq. Ft.","Nashville, TN, 37209"
335 Shady Creek Ln,"$479,900",3 Beds,3 Baths,"1,716 Sq. Ft.","Nashville, TN, 37211"
1000 Elvira Ave,"$410,000",2 Beds,1 Bath,"1,120 Sq. Ft.","Nashville, TN, 37216"
4814 E Longdale Dr,"$639,900",3 Beds,3 Baths,"2,152 Sq. Ft.","Nashville, TN, 37211"
192 Chilton St,"$549,900",3 Beds,2 Baths,"1,851 Sq. Ft.","Nashville, TN, 37211"
1702 Stokes Ln,"$1,699,000",3 Beds,4 Baths,"3,702 Sq. Ft.","Nashville, TN, 37215"
407 Scott Ave,"$1,450,000",5 Beds,5 Baths,"3,900 Sq. Ft.","Nashville, TN, 37206"
3912 Trimble Rd,"$1,975,000",5 Beds,4 Baths,"4,340 Sq. Ft.","Nashville, TN, 37215"
756 Darden Pl,"$3,990,000",4 Beds,5 Baths,"6,159 Sq. Ft.","Nashville, TN, 37205"
200 Treutland Ave,"$895,000",5 Beds,4 Baths,"3,907 Sq. Ft.","Nashville, TN, 37207"
7333 Althorp Way,"$445,000",3 Beds,4 Baths,"2,282 Sq. Ft.","Nashville, TN, 37211"
2201 8th Ave S 408,"$799,000",2 Beds,2 Baths,"1,312 Sq. Ft.","Nashville, TN, 37204"
700 Amberwood Pl,"$1,350,000",4 Beds,4 Baths,"4,236 Sq. Ft.","Nashville, TN, 37221"
910B Maynor St,"$724,900",4 Beds,3 Baths,"2,412 Sq. Ft.","Nashville, TN, 37216"
1009B Alice St,"$749,900",3 Beds,3 Baths,"2,464 Sq. Ft.","Nashville, TN, 37218"
503 Summit St,"$875,000",4 Beds,4 Baths,"2,644 Sq. Ft.","Nashville, TN, 37209"
505 Summit St,"$875,000",4 Beds,4 Baths,"2,644 Sq. Ft.","Nashville, TN, 37209"
231 Graylynn Dr,"$575,000",3 Beds,3 Baths,"2,000 Sq. Ft.","Nashville, TN, 37214"
2435 Chapman Dr,"$925,000",3 Beds,3 Baths,"2,392 Sq. Ft.","Nashville, TN, 37206"
201 White Ct,"$1,200,000",5 Beds,4 Baths,"3,715 Sq. Ft.","Nashville, TN, 37211"
2507 N 16th St,"$779,900",3 Beds,3 Baths,"2,350 Sq. Ft.","Nashville, TN, 37206"
627 27th Ave N 6,"$999,000",3 Beds,4 Baths,"1,979 Sq. Ft.","Nashville, TN, 37209"
228 Highland Villa Cir,"$374,900",3 Beds,2 Baths,"2,171 Sq. Ft.","Nashville, TN, 37211"
5025 Hillsboro Pike Apt 14X,"$299,999",1 Bed,1 Bath,837 Sq. Ft.,"Nashville, TN, 37215"
1112 Sharpe Ave,"$709,900",3 Beds,2 Baths,"2,017 Sq. Ft.","Nashville, TN, 37206"
116 Shadow Glen Dr,"$319,900",2 Beds,3 Baths,"1,216 Sq. Ft.","Nashville, TN, 37211"
510 Hemstead St,"$650,000",4 Beds,3 Baths,"2,143 Sq. Ft.","Nashville, TN, 37209"
243 Wheeler Ave,"$494,700",3 Beds,2 Baths,"1,300 Sq. Ft.","Nashville, TN, 37211"
231 Rep John Lewis Way N 501,"$2,100,000",3 Beds,3 Baths,"2,670 Sq. Ft.","Nashville, TN, 37219"
4341 Goins Rd,"$499,900",4 Beds,3 Baths,"1,840 Sq. Ft.","Nashville, TN, 37211"
2515 Stinson Rd,"$600,000",4 Beds,3 Baths,"1,900 Sq. Ft.","Nashville, TN, 37214"
1224 Quail Rd,"$230,000",3 Beds,2 Baths,"1,270 Sq. Ft.","Nashville, TN, 37214"
1212 Laurel St 1804,"$1,250,000",2 Beds,2 Baths,"1,394 Sq. Ft.","Nashville, TN, 37203"
2201 8th Ave,"$799,000",2 Beds,2 Baths,"1,312 Sq. Ft.","Nashville, TN, 37204"
4699 Ridge Bend Dr,"$413,770",3 Beds,3 Baths,"1,601 Sq. Ft.","Nashville, TN, 37207"
805 Cherokee Ave 6,"$474,900",2 Beds,3 Baths,"1,100 Sq. Ft.","Nashville, TN, 37207"
799 Carsten St,"$2,099,900",4 Beds,4 Baths,"4,521 Sq. Ft.","Nashville, TN, 37221"
2003 Pinecrest Dr,"$315,000",2 Beds,3 Baths,"1,188 Sq. Ft.","Nashville, TN, 37211"
2913 River Bend Dr,"$429,900",4 Beds,2 Baths,"1,768 Sq. Ft.","Nashville, TN, 37214"
3139 Long Blvd 101,"$349,900",1 Bed,1 Bath,712 Sq. Ft.,"Nashville, TN, 37203"
2223A 24th Ave N,"$695,000",3 Beds,4 Baths,"2,156 Sq. Ft.","Nashville, TN, 37208"
1226 N 2nd St,"$433,000",2 Beds,1 Bath,"1,058 Sq. Ft.","Nashville, TN, 37207"
1814 Willow Springs Dr,"$620,000",3 Beds,2 Baths,"1,414 Sq. Ft.","Nashville, TN, 37216"
313 Kingview Dr,"$330,000",4 Beds,2 Baths,"1,511 Sq. Ft.","Nashville, TN, 37218"
6069 Pasquo Rd,"$1,699,900",4 Beds,4 Baths,"3,878 Sq. Ft.","Nashville, TN, 37221"
2134 Fairfax Ave Apt A11,"$217,500",1 Bed,1 Bath,552 Sq. Ft.,"Nashville, TN, 37212"
1677 54th Ave N 134,"$449,858",2 Beds,2 Baths,"1,146 Sq. Ft.","Nashville, TN, 37209"
4353 Skyridge Dr,"$464,170",4 Beds,3 Baths,"1,934 Sq. Ft.","Nashville, TN, 37207"
4324 Skyridge Dr,"$492,570",3 Beds,3 Baths,"1,749 Sq. Ft.","Nashville, TN, 37207"
2020 Castleman Dr,"$1,200,000",4 Beds,2 Baths,"3,461 Sq. Ft.","Nashville, TN, 37215"
4107 Saunders Ave,"$239,500",0.71 Acres,,,"Nashville, TN, 37216"
4109 Saunders Ave,"$249,500",0.71 Acres,,,"Nashville, TN, 37216"
1501 Pineview Dr,"$360,000",3 Beds,2 Baths,"1,180 Sq. Ft.","Nashville, TN, 37207"
505 Croley Dr,"$900,000",4 Beds,4 Baths,"2,422 Sq. Ft.","Nashville, TN, 37209"
5809 Woodland Hills Dr,"$295,000",0.27 Acres,,,"Nashville, TN, 37211"
4128 Ashland City Hwy,"$1,100,000",2.49 Acres,,,"Nashville, TN, 37218"
