address,price_$,beds,bath,place,size_sq.ft
183 North Street,290000,3.0,2.0,"Newburgh, NY, 12550",1300.0
25 City Terrace,240000,,,"Newburgh, NY, 12550",
502 Barclay Manor 5B,85000,1.0,1.0,"Newburgh, NY, 12550",638.0
11 Yeoman Road,400000,3.0,2.0,"Newburgh, NY, 12550",1580.0
29 Loscerbo Lane,420000,4.0,3.0,"Newburgh, NY, 12550",3202.0
8 Bellevue Road,274999,2.0,1.0,"Newburgh, NY, 12550",909.0
18 Homewood Avenue,279000,3.0,1.0,"Newburgh, NY, 12550",960.0
221 Dubois Street,260000,4.0,3.0,"Newburgh, NY, 12550",1676.0
25 Dubois Street,325000,9.0,2.0,"Newburgh, NY, 12550",2600.0
217 Dubois Street,275000,4.0,2.0,"Newburgh, NY, 12550",1966.0
11 Benkard Avenue,379999,9.0,3.0,"Newburgh, NY, 12550",3222.0
14 Distillery Path,549900,3.0,2.0,"Newburgh, NY, 12550",3374.0
1478 Route 300,525000,4.0,2.0,"Newburgh, NY, 12550",1969.0
81 Liberty Wh Street,657000,7.0,3.0,"Newburgh, NY, 12550",2724.0
10 Westwood Drive,320000,3.0,1.0,"Newburgh, NY, 12550",960.0
1 Gusty Road,329000,3.0,1.0,"Newburgh, NY, 12550",950.0
185 N Miller Street,170000,3.0,2.0,"Newburgh, NY, 12550",1782.0
74 Liberty Street Wh,480000,4.0,,"Newburgh, NY, 12550",
274 Gardnertown Road,325000,3.0,1.0,"Newburgh, NY, 12550",1388.0
Fostertown Road,175000,4.0,,"Newburgh, NY, 12550",
271 Western Avenue,229000,5.0,,"Albany, NY, 12203",
70 Frederick Avenue,234900,4.0,2.0,"Albany, NY, 12205",1338.0
118 N Allen Street,235000,4.0,,"Albany, NY, 12203",
132 Hamilton Street,207000,4.0,,"Albany, NY, 12207",
75 New Shaker Road,439800,3.0,2.0,"Albany, NY, 12205",1812.0
33 Arcadia Court,249000,2.0,1.0,"Albany, NY, 12205",1166.0
1290 Broadway,180000,3.0,1.0,"Albany, NY, 12204",1480.0
44 Alexander Street,199000,6.0,,"Albany, NY, 12202",
198 Holmes Dale,399900,4.0,3.0,"Albany, NY, 12208",2411.0
3 Kakely Street,274900,4.0,4.0,"Albany, NY, 12208",1816.0
1 Hawthorne Avenue,279900,4.0,3.0,"Albany, NY, 12203",1800.0
131 Shaker Road,249900,3.0,2.0,"Albany, NY, 12211",876.0
3 Elberon Place,3300000,29.0,,"Albany, NY, 12203",
23 Twiller Street,179900,3.0,1.0,"Albany, NY, 12209",1246.0
1025 Washington Ave Avenue,279900,3.0,2.0,"Albany, NY, 12206",2106.0
118 Philip Street,339000,5.0,,"Albany, NY, 12202",
49 Albany Street,149900,3.0,2.0,"Albany, NY, 12204",1932.0
36 Woodridge Street,229000,3.0,1.0,"Albany, NY, 12203",1176.0
25B Pine Lane Apt 2,150000,2.0,1.0,"Albany, NY, 12203",870.0
17 Belvidere Avenue,310000,4.0,3.0,"Albany, NY, 12203",1957.0
30 Myers Court,310000,3.0,2.0,"Albany, NY, 12205",1665.0
7 Delafield Drive,239900,3.0,1.0,"Albany, NY, 12205",1188.0
258 1st Street,114000,6.0,,"Albany, NY, 12206",
77 Dove Street,279000,4.0,,"Albany, NY, 12210",
261 Quail Street,89900,5.0,,"Albany, NY, 12203",
00 Old Myers Drive,74900,0.56,,"Albany, NY, 12205",
6 Kensington Place,269900,3.0,3.0,"Albany, NY, 12209",1212.0
23 Slingerland Street,89900,2.0,2.0,"Albany, NY, 12202",1476.0
14 Governor Circle,285000,2.0,2.0,"Albany, NY, 12208",1640.0
17 Holland Avenue,265000,6.0,,"Albany, NY, 12209",
17 Katherine Road,199000,3.0,2.0,"Albany, NY, 12205",1061.0
275 Third Street,184900,6.0,,"Albany, NY, 12206",
6 Garden Street,49000,2.0,1.0,"Albany, NY, 12209",660.0
91 Delaware Avenue,379900,6.0,,"Albany, NY, 12202",
306 Sheridan Avenue,199900,6.0,,"Albany, NY, 12206",
379 Madison Avenue,269900,4.0,,"Albany, NY, 12210",
378 Madison Avenue,269900,3.0,,"Albany, NY, 12210",
13 Cuyler Avenue,215000,4.0,,"Albany, NY, 12209",
539 Hamilton Street,350000,8.0,,"Albany, NY, 12203",
1 Myrtle Avenue,229900,6.0,,"Albany, NY, 12202",
35 Clermont Street,220000,3.0,1.0,"Albany, NY, 12203",1336.0
325 Consaul Road,369000,3.0,2.0,"Albany, NY, 12205",1542.0
59 Pinewood Ave Avenue,225000,4.0,2.0,"Albany, NY, 12208",1992.0
535 Sand Creek Road,525000,5.0,3.0,"Albany, NY, 12205",2127.0
74 Ramsey Place,249900,4.0,2.0,"Albany, NY, 12208",1756.0
51 Aspen Circle,384900,4.0,3.0,"Albany, NY, 12208",2250.0
80 Osborne Road,170000,6.0,,"Albany, NY, 12205",
78 Osborne Road,195000,4.0,,"Albany, NY, 12205",
427 W Lawrence Street,474900,3.0,3.0,"Albany, NY, 12208",2300.0
8 Ash Grove Place 5,249000,2.0,2.0,"Albany, NY, 12202",1728.0
792 Cortland Street,349700,4.0,4.0,"Albany, NY, 12203",2422.0
81 Mordella Rd Road,249900,3.0,2.0,"Albany, NY, 12205",1500.0
61 Bentwood Court,399900,6.0,4.0,"Albany, NY, 12203",2230.0
183 First Street,139000,5.0,,"Albany, NY, 12210",
18 Wicken Square,295900,3.0,2.0,"Albany, NY, 12205",1628.0
536 Morris Street St,270000,8.0,,"Albany, NY, 12208",
399 State Street Apt 404,124500,,1.0,"Albany, NY, 12210",424.0
4 Braintree Street,189000,2.0,1.0,"Albany, NY, 12205",844.0
213 Hackett Blvd,279900,3.0,3.0,"Albany, NY, 12208",1717.0
1 Lincoln Ave Avenue,275000,6.0,,"Albany, NY, 12206",
3 Davis Court,399900,4.0,3.0,"Albany, NY, 12208",2514.0
337 3rd Street,215000,6.0,,"Albany, NY, 12206",
11 N Greenway,335000,4.0,2.0,"Albany, NY, 12208",1668.0
73 Eileen Street,279000,5.0,3.0,"Albany, NY, 12203",2002.0
60 Ten Eyck Avenue,325900,6.0,,"Albany, NY, 12209",
130 Sand Creek Road,199000,2.0,1.0,"Albany, NY, 12205",1518.0
3 Keystone Court,399900,4.0,3.0,"Albany, NY, 12205",2000.0
11 N Pine Avenue,269000,6.0,3.0,"Albany, NY, 12203",3385.0
5 Farnam Place,299900,4.0,2.0,"Albany, NY, 12205",1660.0
11 Grace Street,290000,3.0,2.0,"Albany, NY, 12205",1658.0
182 Whitehall Road,249900,4.0,2.0,"Albany, NY, 12209",1624.0
213 Livingston Avenue,53900,3.0,1.0,"Albany, NY, 12210",1100.0
321 State Street,679900,4.0,4.0,"Albany, NY, 12210",2573.0
152 Chestnut Street,399000,4.0,3.0,"Albany, NY, 12210",2828.0
101 Pinehurst Avenue,314900,3.0,2.0,"Albany, NY, 12203",1452.0
39 Mereline Avenue,109900,3.0,1.0,"Albany, NY, 12209",1134.0
480 Clinton Avenue,185000,5.0,,"Albany, NY, 12206",
291 Northern Boulevard,149900,6.0,,"Albany, NY, 12210",
58 Osborne Street,124999,3.0,,"Albany, NY, 12202",
414 Second Avenue,150000,7.0,,"Albany, NY, 12209",
128 Lark Street,140000,5.0,,"Albany, NY, 12210",
14 Central Avenue,200000,6.0,,"Albany, NY, 12210",
845 Washington Avenue,149900,3.0,3.0,"Albany, NY, 12206",1136.0
3 Arcadia Avenue,249900,4.0,,"Albany, NY, 12209",
403 Hackett Boulevard,279900,3.0,2.0,"Albany, NY, 12208",1352.0
26 Aspen Circle,399800,4.0,3.0,"Albany, NY, 12208",3096.0
2 Amy Marie Court,339000,4.0,2.0,"Albany, NY, 12205",1860.0
124 2nd Avenue,154900,5.0,2.0,"Albany, NY, 12202",2257.0
206 Jay Street,295000,3.0,,"Albany, NY, 12210",
18 N Allen Street,240000,7.0,,"Albany, NY, 12203",
187 Shaker Road,274800,5.0,2.0,"Albany, NY, 12211",1816.0
4 Holmes Court,213500,3.0,1.0,"Albany, NY, 12209",1216.0
22 Bancroft Street,270000,4.0,2.0,"Albany, NY, 12208",1764.0
9 Orchard Avenue,239900,3.0,2.0,"Albany, NY, 12203",1035.0
7 Hazelhurst Avenue,229900,3.0,1.0,"Albany, NY, 12203",1100.0
71 N Bridge Drive,379000,4.0,2.0,"Albany, NY, 12203",2103.0
94 Chestnut Street,799900,6.0,,"Albany, NY, 12210",
9 Birch Hill Road,465000,4.0,4.0,"Albany, NY, 12211",4452.0
29 Clermont Street,289900,3.0,2.0,"Albany, NY, 12203",1614.0
469 Ontario,1449000,,,"Albany, NY, 12208",
17 Pierce St Street,285000,7.0,,"Albany, NY, 12203",
48 Euclid Avenue,385000,4.0,3.0,"Albany, NY, 12203",3000.0
23 Rutland Street,159000,4.0,,"Albany, NY, 12209",
15 Jeanette Street,90000,3.0,1.0,"Albany, NY, 12209",1386.0
239 Park Avenue,190000,5.0,,"Albany, NY, 12202",
379 Orange Street,99999,6.0,,"Albany, NY, 12206",
2 N Manning Boulevard,150000,6.0,,"Albany, NY, 12206",
129 Green Street 41,80000,1.0,1.0,"Albany, NY, 12202",879.0
220 Hansen,280000,3.0,2.0,"Albany, NY, 12208",
248 2nd Street,70000,4.0,,"Albany, NY, 12206",
688 Central Avenue,350000,10.0,,"Albany, NY, 12206",
709 Washington Avenue,189900,3.0,1.0,"Albany, NY, 12206",1300.0
324 Western Avenue,340000,8.0,,"Albany, NY, 12203",
163 Benson Street,215000,4.0,2.0,"Albany, NY, 12206",1630.0
458 Yates Street,155900,5.0,1.0,"Albany, NY, 12208",1838.0
598 Livingston Avenue,120000,6.0,,"Albany, NY, 12206",
430 3rd Street,145000,8.0,,"Albany, NY, 12206",
281 2nd Street,125000,7.0,,"Albany, NY, 12206",
136 Green Street,130000,4.0,,"Albany, NY, 12202",
307 1st Street,90000,4.0,,"Albany, NY, 12206",
154 Lark Street,75000,5.0,,"Albany, NY, 12210",
11 Corlear Street,135000,2.0,1.0,"Albany, NY, 12209",712.0
80 Grove Avenue,159900,3.0,2.0,"Albany, NY, 12208",1452.0
24 Beverly Avenue,169500,3.0,1.0,"Albany, NY, 12206",1092.0
1 Ayre Drive,264900,3.0,2.0,"Albany, NY, 12203",1152.0
472 Yates Street,145800,4.0,2.0,"Albany, NY, 12208",1204.0
691 Delaware Avenue,39000,0.95,,"Albany, NY, 12209",
5 N Elmhurst Avenue,229900,3.0,1.0,"Albany, NY, 12205",1478.0
2 Tremont Street,250000,4.0,2.0,"Albany, NY, 12205",1752.0
718 Central Avenue,1500000,18.0,9.0,"Albany, NY, 12206",15368.0
12 Birch Hill Road,799000,4.0,5.0,"Albany, NY, 12211",3611.0
46 Croswell St Street,245000,4.0,2.0,"Albany, NY, 12206",1094.0
717 Washington Avenue,214900,3.0,2.0,"Albany, NY, 12206",1456.0
868 Lancaster Street,225000,4.0,1.0,"Albany, NY, 12203",2169.0
347 Madison Avenue,294900,5.0,,"Albany, NY, 12210",
53 N Manning Boulevard,179900,6.0,,"Albany, NY, 12206",
27 Hackett Avenue,299900,3.0,,"Albany, NY, 12205",
85 Vly Road,349000,3.0,2.0,"Albany, NY, 12205",2250.0
2 Englewood Place,850000,6.0,5.0,"Albany, NY, 12203",7480.0
24 Victor St Street,309000,4.0,4.0,"Albany, NY, 12206",2002.0
8 Lynn Drive,35999,0.19,,"Albany, NY, 12205",
15 N Lake Avenue,350000,8.0,,"Albany, NY, 12203",
139 Grand Street,249000,5.0,,"Albany, NY, 12202",
530 Second Street,99900,4.0,,"Albany, NY, 12206",
390 2nd Street,105000,4.0,,"Albany, NY, 12206",
28 Lexington Avenue,125000,6.0,,"Albany, NY, 12206",
47 Watervliet Avenue,125000,5.0,,"Albany, NY, 12206",
323 1st Street,100000,6.0,,"Albany, NY, 12206",
399 State St Unit 907 907,99000,1.0,1.0,"Albany, NY, 12210",338.0
399 State St Unit 308 308,99000,1.0,1.0,"Albany, NY, 12210",341.0
12 Mereline Avenue,179900,2.0,1.0,"Albany, NY, 12209",918.0
32A Pine Ln 3,155000,2.0,1.0,"Albany, NY, 12203",870.0
102 And 96 Van Rensselaer Boulevard,124900,1.57,,"Albany, NY, 12204",
56 Everett Road,199999,3.0,2.0,"Albany, NY, 12205",1396.0
130 Krumkill Road,249900,7.0,,"Albany, NY, 12208",
31 Bertha Street,179900,6.0,,"Albany, NY, 12209",
524 Hamilton Street,172000,5.0,,"Albany, NY, 12203",
145 Ontario St,335000,8.0,3.0,"Albany, NY, 12206",3080.0
81 Columbia St Street,550000,9.0,,"Albany, NY, 12210",
16 Ten Broeck Place,285000,4.0,,"Albany, NY, 12210",
18-24 Ten Broeck Place,300000,4.0,,"Albany, NY, 12210",
16-24 Ten Broeck Place,580000,8.0,,"Albany, NY, 12210",
357 Clinton Ave Avenue,235000,4.0,,"Albany, NY, 12206",
10 Zuni Street,24900,0.0,,"Albany, NY, 12208",
52 Wilshire Drive,275000,3.0,2.0,"Albany, NY, 12205",1986.0
560 North Pearl Street,550000,12.0,,"Albany, NY, 12204",
300 State Street,1100000,6.0,,"Albany, NY, 12210",
590 Livingston Avenue,139000,3.0,,"Albany, NY, 12206",
37 Hurlbut Street,210000,6.0,,"Albany, NY, 12209",
14 Emerson,439400,3.0,3.0,"Albany, NY, 12159",2159.0
17 Homestead Avenue,305000,6.0,,"Albany, NY, 12203",
357 Manning Boulevard,242500,4.0,,"Albany, NY, 12206",
9 Joseph Terrace,449000,7.0,4.0,"Albany, NY, 12203",3064.0
192 Ontario Street,719000,7.0,,"Albany, NY, 12203",
519 Washington Avenue,99900,2.0,1.0,"Albany, NY, 12206",960.0
17 Chapel Street 405,449900,2.0,2.0,"Albany, NY, 12210",1650.0
269 Elk Street,165000,4.0,,"Albany, NY, 12206",
611 Clinton Avenue,165000,6.0,,"Albany, NY, 12206",
26 Lexington Avenue,130000,6.0,,"Albany, NY, 12206",
476 Clinton Avenue,120000,4.0,,"Albany, NY, 12206",
399 State St 907,99000,,1.0,"Albany, NY, 12210",338.0
399 State St 308,99000,,1.0,"Albany, NY, 12210",341.0
155 Lark,75000,7.0,3.0,"Albany, NY, 12210",2861.0
66 Robin Street,84999,3.0,,"Albany, NY, 12206",
99 Columbia St Street,550000,8.0,,"Albany, NY, 12210",
353 3rd Street,234900,8.0,,"Albany, NY, 12206",
137 4th Avenue,170000,5.0,,"Albany, NY, 12202",
95 N Allen Street,425000,6.0,,"Albany, NY, 12203",
327 Madison Avenue,449000,5.0,4.0,"Albany, NY, 12210",2688.0
241 First Street,69999,5.0,,"Albany, NY, 12206",
0 McCormack Road,65000,12.6,,"Albany, NY, 12208",
0 McCormack Road,65000,12.6,,"Albany, NY, 12208",
428 Magazine St Street,264900,4.0,2.0,"Albany, NY, 12203",2051.0
36 Fairfield Avenue,429900,5.0,,"Albany, NY, 12205",
450 Clinton Ave Avenue,199000,5.0,3.0,"Albany, NY, 12206",2644.0
32 2nd Avenue,180000,4.0,,"Albany, NY, 12202",
82 Oxford Road,289900,4.0,2.0,"Albany, NY, 12203",1732.0
5 Robin Street,99999,2.0,2.0,"Albany, NY, 12206",1320.0
436 Magazine Street,325000,6.0,,"Albany, NY, 12203",
412 2nd Avenue,249999,6.0,2.0,"Albany, NY, 12209",
33 Myrtle Avenue,174900,4.0,,"Albany, NY, 12202",
555 Washington Avenue,269900,6.0,,"Albany, NY, 12206",
108 4th Avenue,15000,0.07,,"Albany, NY, 12202",
64 Alexander Street,24000,0.03,,"Albany, NY, 12202",
53 Sand Creek Road,259000,5.0,,"Albany, NY, 12205",
1 Andriana Lane,425000,3.0,3.0,"Albany, NY, 12204",2306.0
39 Irving Street,283000,2.0,,"Albany, NY, 12202",
6 Ormond Street,210000,2.0,1.0,"Albany, NY, 12203",1123.0
645 Cortland Street,518000,4.0,4.0,"Albany, NY, 12203",3858.0
252-254 2nd Ave,25000,0.12,,"Albany, NY, 12209",
3 Cuyler Street,110000,4.0,,"Albany, NY, 12202",
56 Liebel Street,126000,3.0,1.0,"Albany, NY, 12202",880.0
141 Everett Road,335000,3.0,2.0,"Albany, NY, 12205",1326.0
16-22 Trinity Place,995000,16.0,,"Albany, NY, 12202",
15 Oneida Terrace,225000,5.0,,"Albany, NY, 12209",
563 S Pearl Street,65000,0.0,,"Albany, NY, 12202",
70 Osborne Street,69900,3.0,1.0,"Albany, NY, 12202",960.0
540 Western Avenue,625000,5.0,,"Albany, NY, 12203",
409 Elk,185000,6.0,2.0,"Albany, NY, 12206",
28 Robin Street,575000,9.0,,"Albany, NY, 12206",
183 N Main Avenue,799000,10.0,,"Albany, NY, 12206",
555 1st Street,139000,6.0,,"Albany, NY, 12206",
38 Southern Boulevard,129900,3.0,1.0,"Albany, NY, 12209",1132.0
284 Morton Avenue,160000,6.0,,"Albany, NY, 12209",
79 Morris Road,45900,0.48,,"Albany, NY, 12304",
119 Chestnut,287000,4.0,3.0,"Albany, NY, 12210",2979.0
81 Morris Road,49900,0.48,,"Albany, NY, 12304",
326A Consaul Road,25000,0.74,,"Albany, NY, 12205",
127 Southern Boulevard,575000,3.0,3.0,"Albany, NY, 12209",
438 Magazine Street,249900,4.0,2.0,"Albany, NY, 12203",1288.0
231 2nd Avenue,130000,3.0,1.0,"Albany, NY, 12209",1347.0
527 Hamilton Street,139000,4.0,2.0,"Albany, NY, 12203",1893.0
491 Myrtle Avenue,180000,3.0,2.0,"Albany, NY, 12208",1566.0
420 Manning Boulevard,325000,6.0,,"Albany, NY, 12206",
"Albany, 12211",750400,3.0,2.0,"Albany, NY, 12211",2011.0
"Albany, 12211",837400,3.0,3.0,"Albany, NY, 12211",3112.0
"Albany, 12211",785400,3.0,3.0,"Albany, NY, 12211",2706.0
"Albany, 12211",735400,2.0,3.0,"Albany, NY, 12211",2011.0
"Albany, 12211",795400,3.0,3.0,"Albany, NY, 12211",2226.0
"Albany, 12211",705400,2.0,2.0,"Albany, NY, 12211",1976.0
"Albany, 12211",815400,4.0,3.0,"Albany, NY, 12211",2883.0
"Albany, 12211",807400,4.0,3.0,"Albany, NY, 12211",2862.0
271 Western Avenue,229000,5.0,,"Albany, NY, 12203",
70 Frederick Avenue,234900,4.0,2.0,"Albany, NY, 12205",1338.0
118 N Allen Street,235000,4.0,,"Albany, NY, 12203",
132 Hamilton Street,207000,4.0,,"Albany, NY, 12207",
75 New Shaker Road,439800,3.0,2.0,"Albany, NY, 12205",1812.0
33 Arcadia Court,249000,2.0,1.0,"Albany, NY, 12205",1166.0
1290 Broadway,180000,3.0,1.0,"Albany, NY, 12204",1480.0
44 Alexander Street,199000,6.0,,"Albany, NY, 12202",
198 Holmes Dale,399900,4.0,3.0,"Albany, NY, 12208",2411.0
3 Kakely Street,274900,4.0,4.0,"Albany, NY, 12208",1816.0
1 Hawthorne Avenue,279900,4.0,3.0,"Albany, NY, 12203",1800.0
131 Shaker Road,249900,3.0,2.0,"Albany, NY, 12211",876.0
3 Elberon Place,3300000,29.0,,"Albany, NY, 12203",
23 Twiller Street,179900,3.0,1.0,"Albany, NY, 12209",1246.0
1025 Washington Ave Avenue,279900,3.0,2.0,"Albany, NY, 12206",2106.0
118 Philip Street,339000,5.0,,"Albany, NY, 12202",
49 Albany Street,149900,3.0,2.0,"Albany, NY, 12204",1932.0
36 Woodridge Street,229000,3.0,1.0,"Albany, NY, 12203",1176.0
25B Pine Lane Apt 2,150000,2.0,1.0,"Albany, NY, 12203",870.0
